Subject_Initials,Session_Number,Counterbalance_Order,Mouse/Touchscreen,Task,Run,Trial,Attempted_Trial,Number_of_Fixations,Fixation_1,Fixation_2,Fixation_3,Condition_Number,Horizontal/Vertical_Saccade,Saccade_Directions,Spatiotopic_Zone,Retinotopic_Zone,Correct_X,Correct_Y,Response_X,Response_Y,Error_X,Error_Y,Error_Dist,RT,True_Eccentricity,Measured_Eccentricity,PPD,initTrial,initCue,initFix1,initFixing1,initFix2,initFixing2,initFix3,initFixing3,initResp,sacLat1,sacLat2,sacLat3,errorCut_big_error_lag,initMask,saccade_condition
EM,2,4,M,R,6,8,11,2,1,2,0,3,2,2,5,6,606.64,730.2,612.26,728.25,5.6253,-1.9542,5.9551,0.9768,131.3927,133.5423,21.27,69.3439,70.0768,70.2768,70.2824,70.7766,71.0209,NA,NA,71.8929,0.0054,0.2442,NA,0,NA,1
EM,2,4,M,R,6,9,12,3,4,3,1,4,3,13,5,1,409.88,248.52,424.03,290.13,14.1471,41.6084,43.9477,0.9507,186.1242,145.2579,21.27,76.1748,76.858,77.0578,77.0633,77.5577,77.7742,78.6241,78.9306,79.7904,0.0053,0.2164,0.3064,0,NA,2
EM,2,4,M,R,6,10,15,1,4,0,0,1,0,0,5,5,659.06,521.53,657.88,509.84,-1.1821,-11.6926,11.7522,2.1969,144.3377,153.9378,21.27,92.7694,93.469,93.6691,93.6747,NA,NA,NA,NA,94.1857,0.0055,NA,NA,0,NA,0
EM,2,4,M,R,6,11,16,2,2,4,0,2,1,4,5,8,846.28,540.6,835.48,536.02,-10.8003,-4.5817,11.732,0.8237,125.6552,121.5946,21.27,99.7005,100.4001,100.6003,100.6062,101.1001,101.3106,NA,NA,102.183,0.0057,0.2103,NA,0,NA,1
EM,2,4,M,R,6,12,18,3,1,3,1,5,1,43,5,5,625.7,476.25,642.93,456.13,17.2323,-20.1244,26.4942,1.5082,129.9025,133.6045,21.27,110.3806,111.13,111.3302,111.3361,111.83,112.0358,112.8795,113.1391,114.0124,0.0057,0.2056,0.2595,0,NA,2 return
EM,2,4,M,R,6,13,19,1,4,0,0,1,0,0,5,5,640,545.36,635.15,547.02,-4.8516,1.6598,5.1276,1.2341,142.7726,145.8188,21.27,118.8442,119.7106,119.9104,119.918,NA,NA,NA,NA,120.4269,0.0075,NA,NA,0,NA,0
EM,2,4,M,R,6,14,20,2,3,4,0,3,2,2,5,6,611.4,711.14,635.73,672.7,24.3317,-38.4362,45.4903,2.0366,166.8852,128.451,21.27,124.9923,125.6752,125.8752,125.881,126.375,126.6127,NA,NA,127.4748,0.0057,0.2376,NA,0,NA,1
EM,2,4,M,R,6,15,22,2,4,2,0,2,1,3,5,2,421.8,490.55,407.39,489.97,-14.4052,-0.5793,14.4168,2.8324,171.3318,180.7186,21.27,135.6388,136.3718,136.5716,136.5772,137.0716,137.3689,NA,NA,138.2379,0.0054,0.2972,NA,0,NA,1
EM,2,4,M,R,6,16,25,2,1,3,0,2,1,4,5,8,898.71,540.6,910.85,592.99,12.1344,52.3909,53.7778,1.386,203.1663,250.6059,21.27,150.8338,151.6167,151.8167,151.8225,152.3164,152.5106,NA,NA,153.3829,0.0056,0.194,NA,0,NA,1
EM,2,4,M,R,6,17,27,3,1,3,4,4,3,42,5,9,884.41,708.75,857.39,727.98,-27.02,19.2282,33.1633,1.2474,151.3505,142.0443,21.27,160.997,161.6968,161.8968,161.9026,162.3966,162.6124,163.4628,163.7741,164.6458,0.0057,0.2157,0.3112,0,NA,2
EM,2,4,M,R,6,18,28,2,2,1,0,3,2,1,5,4,644.77,310.48,666.66,320.54,21.8939,10.0536,24.0919,1.4522,148.0392,161.4946,21.27,169.2442,169.9607,170.1605,170.168,170.6604,170.9636,NA,NA,171.8268,0.0074,0.3031,NA,0,NA,1
EM,2,4,M,R,6,19,29,2,3,1,0,2,1,3,5,2,443.25,519.15,454.17,519,10.9241,-0.1532,10.9252,1.1679,147.3362,141.5297,21.27,176.6086,177.4249,177.6248,177.6335,178.1246,178.4887,NA,NA,179.3577,0.0085,0.3638,NA,0,NA,1
EM,2,4,M,R,6,20,32,3,2,1,2,5,2,12,5,5,649.53,526.3,695.48,536.47,45.9519,10.1701,47.0639,0.96,161.9107,194.7209,21.27,190.6873,191.4204,191.6202,191.626,192.12,192.4374,193.2864,193.6412,194.5027,0.0056,0.3173,0.3547,0,NA,2 return
EM,2,4,M,R,6,21,33,3,4,2,4,5,1,34,5,5,640,492.94,653.03,506.94,13.0312,14.0063,19.1309,0.7887,178.3926,159.2785,21.27,198.8179,205.7655,205.9656,205.971,206.4654,206.7004,207.5484,207.7924,208.6647,0.0053,0.2349,0.2438,0,NA,2 return
EM,2,4,M,R,6,22,34,3,2,4,2,5,1,43,5,5,651.92,545.36,662.86,555.92,10.9399,10.5583,15.2039,1.127,152.6314,156.7848,21.27,212.8132,213.5463,213.7464,213.7524,214.246,214.483,215.329,215.6039,216.4621,0.0059,0.2367,0.2748,0,NA,2 return
EM,2,4,M,R,6,23,36,1,3,0,0,1,0,0,5,5,656.68,540.6,646.13,548.21,-10.5529,7.6136,13.0127,1.3459,175.7678,188.0711,21.27,224.8759,225.559,225.7589,225.766,NA,NA,NA,NA,226.276,0.0069,NA,NA,0,NA,0
EM,2,4,M,R,6,24,39,2,2,4,0,2,1,4,5,8,889.18,502.47,861.95,506.16,-27.2316,3.6965,27.4813,1.1515,183.0077,161.4846,21.27,242.8201,243.4864,243.6865,243.6924,244.1863,244.4335,NA,NA,245.3025,0.0058,0.247,NA,0,NA,1
EM,2,4,M,R,6,25,42,1,1,0,0,1,0,0,5,5,654.3,516.77,665.11,524.14,10.8068,7.3705,13.0809,1.4624,178.0102,190.9561,21.27,258.898,259.6478,259.8477,259.8569,NA,NA,NA,NA,260.3809,0.0089,NA,NA,0,NA,0
EM,2,4,M,R,6,26,45,3,1,2,4,4,3,24,5,9,841.52,727.82,845.51,724.49,3.9932,-3.325,5.1963,1.381,131.0898,131.2646,21.27,271.3106,272.0603,272.2603,272.2671,272.7601,273.0567,273.9097,274.2109,275.076,0.0067,0.2964,0.301,0,NA,2
EM,2,4,M,R,6,27,47,1,1,0,0,1,0,0,5,5,659.06,504.85,672.27,519.45,13.2046,14.5947,19.6816,1.7879,173.8184,193.283,21.27,282.6569,283.4233,283.6234,283.629,NA,NA,NA,NA,284.1397,0.0054,NA,NA,0,NA,0
EM,2,4,M,R,6,28,50,2,4,3,0,3,2,1,5,4,651.92,308.1,664.18,329.05,12.2641,20.9485,24.2744,1.2802,136.2661,113.6935,21.27,296.1358,297.5189,297.7188,297.7245,298.2185,298.4286,NA,NA,299.3014,0.0056,0.2099,NA,0,NA,1
EM,2,4,M,R,6,29,51,2,3,4,0,3,2,2,5,6,618.55,758.8,620.65,766,2.1004,7.1984,7.4986,1.441,189.7457,193.2892,21.27,303.9498,304.7163,304.9162,304.9271,305.416,305.6917,NA,NA,306.549,0.0106,0.2754,NA,0,NA,1
EM,2,4,M,R,6,30,57,2,4,3,0,3,2,1,5,4,670.98,272.35,656.08,314.44,-14.8985,42.0858,44.645,1.875,149.9936,129.0168,21.27,333.3235,334.3064,334.5066,334.5124,335.0065,335.2493,NA,NA,336.1226,0.0056,0.2427,NA,0,NA,1
EM,2,4,M,R,6,31,58,3,3,1,3,5,1,34,5,5,656.68,526.3,662.83,521.28,6.1502,-5.0213,7.9397,1.608,164.1845,156.473,21.27,341.3876,342.0875,342.2874,342.2932,342.7872,343.0633,343.9034,344.198,345.0698,0.0057,0.2759,0.2944,0,NA,2 return
EM,2,4,M,R,6,32,59,3,3,4,2,4,3,23,5,3,395.59,763.56,405.06,752.48,9.477,-11.0795,14.5798,1.2945,186.3767,171.8172,21.27,350.1015,350.9178,351.1178,351.124,351.6175,351.8468,352.7006,352.9743,353.8336,0.0059,0.2291,0.2734,0,NA,2
EM,2,4,M,R,6,33,60,3,3,4,3,5,2,21,5,5,656.68,528.68,628.34,543.48,-28.3381,14.7948,31.9676,0.8608,166.0857,195.4044,21.27,358.532,359.215,359.415,359.4217,359.915,360.3338,361.1812,361.4183,362.2808,0.0066,0.4187,0.2369,0,NA,2 return
EM,2,4,M,R,6,34,61,3,1,2,1,5,2,21,5,5,659.06,497.7,647.39,493.62,-11.6782,-4.0841,12.3718,1.2034,169.4224,157.6826,21.27,366.5461,367.329,367.5289,367.5345,368.0288,368.2532,369.0953,369.3597,370.2282,0.0054,0.2243,0.2642,0,NA,2 return
EM,2,4,M,R,6,35,63,2,1,2,0,3,2,2,5,6,644.77,765.95,631.96,750.73,-12.8014,-15.2126,19.8821,1.5935,183.3178,163.4408,21.27,377.8924,378.6921,378.892,378.8987,379.3919,379.6285,NA,NA,380.4914,0.0064,0.2365,NA,0,NA,1
EM,2,4,M,R,6,36,65,2,2,1,0,3,2,1,5,4,630.47,250.9,609.99,272.97,-20.4793,22.069,30.1072,0.694,179.9142,150.0378,21.27,391.2545,392.0542,392.2543,392.2602,392.7544,393.051,NA,NA,393.9203,0.0057,0.2965,NA,0,NA,1
EM,2,4,M,R,6,37,66,3,2,4,3,4,3,41,5,7,855.82,281.88,863.76,301.26,7.9406,19.3776,20.9414,1.2814,151.259,143.1299,21.27,398.0357,398.7688,398.9686,398.9742,399.4684,399.6722,400.5182,400.8065,401.6679,0.0054,0.2036,0.2881,0,NA,2
EM,2,4,M,R,6,38,67,2,4,2,0,2,1,3,5,2,376.52,528.68,394.69,517.15,18.1709,-11.5334,21.5221,3.289,177.7369,170.293,21.27,406.383,408.8989,409.0987,409.1046,409.5986,409.8786,NA,NA,410.7482,0.0057,0.2798,NA,0,NA,1
EM,2,4,M,R,6,39,69,3,4,2,1,4,3,31,5,1,393.2,277.12,402.77,305.1,9.5711,27.9797,29.5715,1.0352,176.3988,151.1734,21.27,421.4947,422.2274,422.4276,422.4331,422.9275,423.1853,424.0272,424.3317,425.1934,0.0054,0.2577,0.3044,0,NA,2
EM,2,4,M,R,6,40,72,2,3,1,0,2,1,3,5,2,407.5,509.62,398.22,509.71,-9.2784,0.0901,9.2788,1.1125,162.7252,169.5386,21.27,438.9389,439.6552,439.8553,439.8611,440.3551,440.5797,NA,NA,441.4379,0.0056,0.2244,NA,0,NA,1
EM,3,4,T,S,1,1,1,3,3,4,3,5,2,21,5,5,651.92,540.6,657,555,5.0844,14.4026,15.2737,1.5507,178.511,187.6456,21.27,3.7655,4.4487,4.6484,4.6568,5.1484,5.3396,6.1981,6.5143,7.381,0.0081,0.191,0.3161,0,NA,2 return
EM,3,4,T,S,1,2,2,3,4,3,4,5,2,12,5,5,609.02,531.06,618,540,8.9805,8.9351,12.6683,1.1783,176.4129,164.0149,21.27,12.2461,12.9959,13.1956,13.2019,13.6955,13.9075,14.7619,15.0173,15.8949,0.0061,0.2119,0.2552,0,NA,2 return
EM,3,4,T,S,1,3,4,3,1,2,4,4,3,24,5,9,656.68,492.94,576,437,-80.6818,-55.9351,98.1748,1.2884,167.9991,262.8046,21.27,24.4919,25.2752,25.4749,25.481,25.9916,26.2081,27.0579,27.3099,28.1743,0.006,0.2163,0.2519,0,NA,2
EM,3,4,T,S,1,4,6,1,4,0,0,1,0,0,5,5,620.94,512,595,487,-25.9351,-25,36.0226,1.7108,178.3926,214.3661,21.27,36.7379,37.6044,37.8043,37.8104,NA,NA,NA,NA,38.3209,0.0059,NA,NA,0,NA,0
EM,3,4,T,S,1,5,7,2,4,3,0,3,2,1,5,4,630.47,502.47,618,546,-12.4675,43.5325,45.2826,1.3756,164.9534,204.176,21.27,43.3527,44.0688,44.2687,44.2752,44.7688,45.0664,NA,NA,45.9351,0.0063,0.2975,NA,0,NA,1
EM,3,4,T,S,1,6,8,3,2,4,3,4,3,41,5,7,666.21,481.02,580,497,-86.2143,15.9805,87.6828,1.4821,124.0046,203.2618,21.27,50.6333,51.3665,51.5665,51.5727,52.0661,52.2941,53.1493,53.4573,54.3156,0.0061,0.2278,0.3077,0,NA,2
EM,3,4,T,S,1,7,13,3,3,4,2,4,3,23,5,3,632.85,535.83,712,474,79.1493,-61.8311,100.4376,2.0223,142.9825,243.3737,21.27,79.0741,79.8737,80.0737,80.0799,80.5736,80.8372,81.6899,81.9151,82.7897,0.0061,0.2634,0.225,0,NA,2
EM,3,4,T,S,1,8,14,3,2,1,3,4,3,14,5,7,651.92,540.6,614,625,-37.9156,84.4026,92.5278,1.7222,178.511,269.7967,21.27,100.1838,100.8836,101.0835,101.0895,101.5834,101.8469,102.69970000000001,102.9345,103.7993,0.0059,0.2635,0.2347,0,NA,2
EM,3,4,T,S,1,9,17,2,1,3,0,2,1,4,5,8,623.32,542.98,618,549,-5.3182,6.0195,8.0323,1.4798,198.3618,206.3936,21.27,119.544,120.2772,120.4772,120.4835,120.977,121.1638,NA,NA,122.0267,0.0062,0.1866,NA,0,NA,1
EM,3,4,T,S,1,10,18,2,3,4,0,3,2,2,5,6,656.68,476.25,636,460,-20.6818,-16.2533,26.3041,1.3728,181.7046,206.8038,21.27,126.8419,129.4575,129.6574,129.6636,130.1572,130.3902,NA,NA,131.2569,0.006,0.2329,NA,0,NA,1
EM,3,4,T,S,1,11,20,3,4,3,1,4,3,13,5,1,670.98,483.4,717,541,46.0195,57.5974,73.7242,2.246,171.3463,241.7494,21.27,139.1544,139.8874,140.0874,140.0936,140.5872,140.8529,141.7034,141.9372,142.8031,0.0061,0.2655,0.2337,0,NA,2
EM,3,4,T,S,1,12,22,2,2,4,0,2,1,4,5,8,618.55,512,600,535,-18.552,23,29.5495,1.2249,180.207,181.9598,21.27,151.8835,152.9164,153.1163,153.1223,153.6161,153.8255,NA,NA,154.6992,0.0059,0.2093,NA,0,NA,1
EM,3,4,T,S,1,13,23,2,1,3,0,2,1,4,5,8,675.75,502.47,654,531,-21.7467,28.5325,35.8751,1.249,133.6758,169.5505,21.27,159.2809,160.1306,160.3307,160.33690000000001,160.8304,161.0404,NA,NA,161.9136,0.0061,0.2099,NA,0,NA,1
EM,3,4,T,S,1,14,24,2,4,2,0,2,1,3,5,2,661.45,476.25,712,493,50.552,16.7467,53.2537,1.1625,205.0938,231.798,21.27,166.5285,167.3951,167.595,167.6013,168.0947,168.3476,NA,NA,169.2112,0.0061,0.2527,NA,0,NA,1
EM,3,4,T,S,1,15,25,2,2,4,0,2,1,4,5,8,635.23,528.68,661,521,25.7662,-7.6818,26.887,1.2945,156.7116,143.4396,21.27,173.7261,174.5592,174.7591,174.7665,175.2592,175.4946,NA,NA,176.3589,0.0072,0.2353,NA,0,NA,1
EM,3,4,T,S,1,16,30,3,1,3,1,5,1,43,5,5,675.75,488.17,673,542,-2.7467,53.8311,53.9012,1.0888,177.8876,208.9601,21.27,202.3668,203.1167,203.3166,203.3229,203.8164,204.0262,204.8828,205.185,206.0489,0.0061,0.2097,0.3021,0,NA,2 return
EM,3,4,T,S,1,17,33,3,1,3,4,4,3,42,5,9,670.98,514.38,615,480,-55.9805,-34.3831,65.6964,3.2697,142.2545,204.7665,21.27,220.6775,221.5607,221.7606,221.7669,222.2604,222.4439,223.2932,223.5336,224.3928,0.0062,0.1834,0.2402,0,NA,2
EM,3,4,T,S,1,18,34,1,2,0,0,1,0,0,5,5,613.79,509.62,643,496,29.2143,-13.6169,32.2319,1.655,148.9296,178.074,21.27,231.0574,231.8072,232.0071,232.0133,NA,NA,NA,NA,232.5235,0.0061,NA,NA,0,NA,0
EM,3,4,T,S,1,19,35,3,2,4,2,5,1,43,5,5,632.85,490.55,609,541,-23.8507,50.448,55.8019,1.7,175.68,121.9834,21.27,237.572,238.3382,238.5381,238.5443,239.038,239.2505,240.1045,240.3821,241.254,0.006,0.2124,0.2775,0,NA,2 return
EM,3,4,T,S,1,20,37,1,3,0,0,1,0,0,5,5,659.06,516.77,628,513,-31.0649,-3.7662,31.2924,1.5057,155.2084,173.7682,21.27,254.1498,254.89940000000001,255.0995,255.1056,NA,NA,NA,NA,255.6159,0.006,NA,NA,0,NA,0
EM,3,4,T,S,1,21,39,1,1,0,0,1,0,0,5,5,647.15,476.25,648,443,0.8507,-33.2533,33.2642,1.6674,147.3362,132.9302,21.27,263.4133,264.1967,264.3966,264.4027,NA,NA,NA,NA,264.9129,0.0059,NA,NA,0,NA,0
EM,3,4,T,S,1,22,41,2,2,1,0,3,2,1,5,4,642.38,500.08,625,490,-17.3831,-10.0844,20.0965,1.8916,157.985,138.3272,21.27,275.2428,276.1593,276.3592,276.3654,276.859,277.1606,NA,NA,278.0252,0.006,0.3014,NA,0,NA,1
EM,3,4,T,S,1,23,44,1,3,0,0,1,0,0,5,5,637.62,490.55,642,489,4.3831,-1.552,4.6498,1.9295,151.8585,147.4734,21.27,292.7705,293.4536,293.6537,293.6599,NA,NA,NA,NA,294.17,0.006,NA,NA,0,NA,0
EM,3,4,T,S,1,24,45,3,3,1,3,5,1,34,5,5,642.38,526.3,651,520,8.6169,-6.2987,10.6735,1.3467,173.2293,162.8355,21.27,299.5014,300.2013,300.4013,300.4073,300.901,301.13,301.9839,302.1965,303.067,0.0059,0.2288,0.2124,0,NA,2 return
EM,3,4,T,S,1,25,46,2,1,2,0,3,2,2,5,6,642.38,500.08,617,445,-25.3831,-55.0844,60.6514,1.7569,174.6424,205.6109,21.27,307.8155,308.5485,308.7484,308.7566,309.2485,309.5292,NA,NA,310.3981,0.008,0.2805,NA,0,NA,1
EM,3,4,T,S,1,26,48,2,3,1,0,2,1,3,5,2,625.7,481.02,673,463,47.2987,-18.0195,50.6149,1.1164,132.9089,163.7006,21.27,320.0448,320.7613,320.9611,320.9671,321.461,321.7213,NA,NA,322.5939,0.0059,0.2601,NA,0,NA,1
EM,3,4,T,S,1,27,52,1,4,0,0,1,0,0,5,5,651.92,512,667,511,15.0844,-1,15.1175,2.0088,156.2034,147.353,21.27,361.0479,361.7309,361.931,361.9372,NA,NA,NA,NA,362.4475,0.006,NA,NA,0,NA,0
EM,3,4,T,S,1,28,53,3,2,1,2,5,2,12,5,5,670.98,492.94,654,536,-16.9805,43.0649,46.2917,1.5015,199.9666,159.6086,21.27,379.6586,380.1584,380.3582,380.3646,380.8582,381.1339,381.9741,382.2582,383.1241,0.0063,0.2756,0.284,0,NA,2 return
EM,3,4,T,S,1,29,55,1,1,0,0,1,0,0,5,5,670.98,476.25,668,465,-2.9805,-11.2533,11.6413,2.3909,167.8016,160.0106,21.27,396.5195,397.2861,397.4861,397.4924,NA,NA,NA,NA,398.0025,0.0061,NA,NA,0,NA,0
EM,3,4,T,S,1,30,58,2,2,1,0,3,2,1,5,4,663.83,528.68,654,577,-9.8311,48.3182,49.3082,2.3795,193.1148,223.1957,21.27,411.5814,412.2811,412.4811,412.4873,412.9809,413.2191,NA,NA,414.0805,0.006,0.238,NA,0,NA,1
EM,3,4,T,S,1,31,62,1,2,0,0,1,0,0,5,5,656.68,490.55,661,487,4.3182,-3.552,5.5914,1.5169,191.3931,196.9488,21.27,440.4219,441.0883,441.2882,441.2941,NA,NA,NA,NA,441.8046,0.0057,NA,NA,0,NA,0
EM,3,4,T,S,1,32,63,2,3,4,0,3,2,2,5,6,651.92,519.15,654,498,2.0844,-21.1493,21.2518,1.3773,150.9583,165.5895,21.27,446.9697,447.6696,447.8696,447.8756,448.3691,448.6329,NA,NA,449.5022,0.0059,0.2637,NA,0,NA,1
EM,3,4,T,S,1,33,64,2,4,3,0,3,2,1,5,4,620.94,533.45,632,563,11.0649,29.552,31.5555,1.6077,193.0559,208.3514,21.27,454.9837,455.6834,455.8834,455.8916,456.3832,456.6466,NA,NA,457.5161,0.008,0.2632,NA,0,NA,1
EM,3,4,T,S,1,34,66,2,4,2,0,2,1,3,5,2,673.36,526.3,726,538,52.6364,11.7013,53.9213,1.4985,181.0471,221.472,21.27,467.3797,468.0627,468.2626,468.2688,468.7627,469.0467,NA,NA,469.9122,0.006,0.2839,NA,0,NA,1
EM,3,4,T,S,1,35,71,2,1,2,0,3,2,2,5,6,656.68,516.77,649,449,-7.6818,-67.7662,68.2002,2.2138,173.4913,218.6728,21.27,511.1653,511.8486,512.0483,512.0545,512.5482,512.8148,NA,NA,513.6811,0.006,0.2664,NA,0,NA,1
EM,3,4,T,S,1,36,72,3,4,2,4,5,1,34,5,5,632.85,481.02,664,480,31.1493,-1.0195,31.166,2.5337,192.104,174.6078,21.27,519.3625,520.4789,520.6787,520.6853,521.1785,521.417,522.2616,522.4662,523.3281,0.0065,0.2384,0.2044,0,NA,2 return
EM,3,4,T,S,1,37,73,2,3,1,0,2,1,3,5,2,675.75,519.15,771,538,95.2533,18.8507,97.1006,2.4109,195.7808,285.2494,21.27,529.3093,530.0091,530.209,530.2153,530.7088,530.9737,NA,NA,531.8416,0.0061,0.2648,NA,0,NA,1
EM,3,4,T,S,1,38,76,3,4,2,1,4,3,31,5,1,656.68,490.55,712,536,55.3182,45.448,71.5935,2.8589,163.2729,234.7505,21.27,544.4209,545.1373,545.3374,545.3435,545.8372,546.0709,546.9202,547.5157,548.3864,0.006,0.2336,0.5954,0,NA,2
EM,3,4,T,S,1,39,77,3,1,2,1,5,2,21,5,5,647.15,481.02,628,476,-19.1493,-5.0195,19.7963,1.7847,149.9936,131.5596,21.27,554.7175,555.4674,555.6673,555.676,556.1671,556.4006,557.2501,557.5475,558.4164,0.0085,0.2333,0.2972,0,NA,2 return
EM,3,4,T,S,1,40,81,3,3,1,2,4,3,32,5,3,609.02,528.68,701,467,91.9805,-61.6818,110.7477,2.0495,131.0898,239.6222,21.27,576.5272,577.6268,577.8267,577.833,578.3264,578.549,579.3928,579.7943,580.6592,0.0062,0.2224,0.4013,0,NA,2
EM,3,4,T,S,2,1,7,3,1,3,4,4,3,42,5,9,647.15,488.17,574,460,-73.1493,-28.1689,78.3857,1.422,177.554,248.0378,21.27,33.5057,34.2388,34.4386,34.4446,34.9386,35.1676,36.0216,36.3308,37.2044,0.0058,0.2288,0.3091,0,NA,2
EM,3,4,T,S,2,2,8,3,1,3,1,5,1,43,5,5,659.06,502.47,639,461,-20.0649,-41.4675,46.0669,1.4155,172.3326,132.4384,21.27,41.9529,42.7027,42.9026,42.9086,43.4025,43.6241,44.4688,44.7644,45.6349,0.0058,0.2215,0.2955,0,NA,2 return
EM,3,4,T,S,2,3,9,1,1,0,0,1,0,0,5,5,609.02,502.47,560,485,-49.0195,-17.4675,52.0387,1.3677,136.5991,96.3301,21.27,50.3835,51.1166,51.3164,51.3225,NA,NA,NA,NA,51.8331,0.0059,NA,NA,0,NA,0
EM,3,4,T,S,2,4,10,2,2,1,0,3,2,1,5,4,668.6,495.32,657,575,-11.5974,79.6818,80.5214,2.9739,175.7678,223.3513,21.27,56.5314,57.2977,57.4977,57.5053,57.9973,58.2594,NA,NA,59.1307,0.0075,0.2619,NA,0,NA,1
EM,3,4,T,S,2,5,12,1,3,0,0,1,0,0,5,5,668.6,502.47,678,472,9.4026,-30.4675,31.8854,1.5659,138.0993,109.2564,21.27,84.1391,84.8388,85.0386,85.0448,NA,NA,NA,NA,85.5552,0.006,NA,NA,0,NA,0
EM,3,4,T,S,2,6,13,3,2,1,2,5,2,12,5,5,661.45,526.3,633,522,-28.448,-4.2987,28.771,1.5466,171.3318,152.3956,21.27,90.4701,91.2534,91.4532,91.4594,91.953,92.1971,93.0527,93.3896,94.2524,0.0061,0.244,0.3367,0,NA,2 return
EM,3,4,T,S,2,7,14,1,4,0,0,1,0,0,5,5,623.32,481.02,627,493,3.6818,11.9805,12.5335,1.5944,198.3618,187.0771,21.27,99.1508,99.9339,100.1338,100.14,NA,NA,NA,NA,100.6502,0.0061,NA,NA,0,NA,0
EM,3,4,T,S,2,8,15,3,4,3,4,5,2,12,5,5,628.08,507.23,628,504,-0.0844,-3.2338,3.2349,1.2745,176.2699,178.5661,21.27,105.5988,106.3149,106.5149,106.5412,107.0315,107.2755,108.1313,108.3744,109.2475,0.0261,0.2439,0.243,0,NA,2 return
EM,3,4,T,S,2,9,16,2,2,4,0,2,1,4,5,8,616.17,488.17,582,498,-34.1689,9.8311,35.5551,1.4149,198.1039,217.5496,21.27,114.4456,115.1956,115.3954,115.4016,115.8952,116.1062,NA,NA,116.9783,0.006,0.2109,NA,0,NA,1
EM,3,4,T,S,2,10,17,2,3,4,0,3,2,2,5,6,673.36,509.62,668,446,-5.3636,-63.6169,63.8426,1.4349,144.7196,202.4916,21.27,121.7432,122.4599,122.6597,122.6661,123.1594,123.3986,NA,NA,124.2592,0.0062,0.2389,NA,0,NA,1
EM,3,4,T,S,2,11,18,3,2,4,3,4,3,41,5,7,618.55,535.83,635,541,16.448,5.1689,17.2411,3.7094,196.426,189.2058,21.27,129.0409,129.6907,129.8907,129.897,130.3905,130.5854,131.4402,131.7875,132.6563,0.0062,0.1948,0.3472,0,NA,2
EM,3,4,T,S,2,12,20,3,4,3,1,4,3,13,5,1,673.36,483.4,693,498,19.6364,14.5974,24.4678,2.237,173.3983,197.7381,21.27,145.2356,145.9687,146.1688,146.1749,146.6685,146.8943,147.7513,147.9911,148.851,0.006,0.2256,0.2396,0,NA,2
EM,3,4,T,S,2,13,21,3,1,2,4,4,3,24,5,9,661.45,545.36,570,522,-91.448,-23.3636,94.3854,2.2377,125.9261,214.4244,21.27,163.8628,164.5626,164.7625,164.7687,165.2624,165.5068,166.3619,166.5834,167.445,0.006,0.2442,0.2213,0,NA,2
EM,3,4,T,S,2,14,22,1,4,0,0,1,0,0,5,5,668.6,478.64,677,455,8.4026,-23.6364,25.0855,2.4982,173.3983,190.5147,21.27,173.043,173.7761,173.976,173.9831,NA,NA,NA,NA,174.4927,0.0069,NA,NA,0,NA,0
EM,3,4,T,S,2,15,24,2,4,2,0,2,1,3,5,2,625.7,523.92,657,518,31.2987,-5.9156,31.8528,1.2565,145.8751,172.9462,21.27,185.5389,186.4388,186.6387,186.6449,187.1385,187.4402,NA,NA,188.305,0.006,0.3015,NA,0,NA,1
EM,3,4,T,S,2,16,25,2,4,3,0,3,2,1,5,4,640,545.36,660,584,20,38.6364,43.506,1.5538,189.4677,211.4281,21.27,192.9368,193.6862,193.8861,193.8956,194.386,194.7293,NA,NA,195.5857,0.0092,0.3432,NA,0,NA,1
EM,3,4,T,S,2,17,26,2,2,1,0,3,2,1,5,4,670.98,526.3,681,608,10.0195,81.7013,82.3134,1.8222,196.7727,264.1538,21.27,200.5174,201.3172,201.517,201.5232,202.0168,202.3075,NA,NA,203.1831,0.006,0.2905,NA,0,NA,1
EM,3,4,T,S,2,18,27,3,4,2,1,4,3,31,5,1,635.23,478.64,713,560,77.7662,81.3636,112.5505,1.3256,138.9194,250.5858,21.27,208.3814,209.0978,209.2978,209.3042,209.7979,210.1032,210.9474,211.2959,212.1637,0.0062,0.3052,0.3484,0,NA,2
EM,3,4,T,S,2,19,33,1,3,0,0,1,0,0,5,5,659.06,533.45,667,534,7.9351,0.552,7.9543,2.9011,168.5392,164.5551,21.27,238.9047,239.6046,239.8044,239.8105,NA,NA,NA,NA,240.3209,0.006,NA,NA,0,NA,0
EM,3,4,T,S,2,20,34,1,1,0,0,1,0,0,5,5,623.32,481.02,606,480,-17.3182,-1.0195,17.3482,2.2001,131.0898,117.741,21.27,246.6356,247.3687,247.5686,247.5748,NA,NA,NA,NA,248.085,0.006,NA,NA,0,NA,0
EM,3,4,T,S,2,21,35,3,3,4,2,4,3,23,5,3,675.75,497.7,740,465,64.2533,-32.7013,72.0962,2.1823,200.3638,270.9506,21.27,253.6831,254.3829,254.583,254.5895,255.0828,255.5987,256.4489,256.71,257.582,0.0063,0.5157,0.2609,0,NA,2
EM,3,4,T,S,2,22,36,2,1,2,0,3,2,2,5,6,673.36,502.47,698,407,24.6364,-95.4675,98.5952,4.5566,195.4614,281.6278,21.27,263.1802,263.9132,264.1132,264.1194,264.6129,265.1055,NA,NA,265.9626,0.006,0.4923,NA,0,NA,1
